,customer_id,account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,Churn
33,1034,117.0,452,no,no,0.0,115.4,123.0,18.13,236.3,101.0,22.19,225.0,55.0,10.22,13.6,2.0,3.67,5.0,Yes
34,1035,71.0,452,no,no,0.0,197.9,108.0,33.64,181.5,109.0,15.43,281.4,56.0,12.66,6.7,5.0,1.81,3.0,No
35,1036,117.0,452,no,no,0.0,118.4,126.0,20.13,249.3,97.0,21.19,227.0,56.0,10.22,13.6,3.0,3.67,5.0,Yes
36,1037,56.0,445,no,no,0.0,210.4,80.0,35.77,176.6,96.0,15.01,149.7,56.0,6.74,15.5,4.0,4.19,1.0,No
37,1038,105.0,445,no,no,0.0,271.9,101.0,48.05,240.2,105.0,20.23,186.8,56.0,8.05,8.8,6.0,2.38,0.0,Yes
38,1039,110.0,445,no,no,0.0,100.1,90.0,17.02,233.3,93.0,19.83,204.4,57.0,9.2,11.1,8.0,3.0,3.0,No
39,1040,108.0,452,no,no,0.0,199.3,104.0,33.88,224.2,92.0,19.06,140.1,57.0,6.3,15.2,2.0,4.1,0.0,No
40,1041,74.0,452,no,yes,35.0,154.1,104.0,26.2,123.4,84.0,10.49,202.1,57.0,9.09,10.9,9.0,2.94,2.0,No
41,1042,95.0,445,no,yes,32.0,262.2,123.0,44.57,165.2,82.0,14.04,194.3,57.0,8.74,10.6,5.0,2.86,0.0,No
42,1043,99.0,452,no,no,0.0,182.6,83.0,31.04,154.5,111.0,13.13,196.0,57.0,8.82,12.1,5.0,3.27,0.0,No
43,1044,122.0,452,yes,no,0.0,230.9,132.0,39.25,243.2,99.0,20.67,182.4,57.0,8.21,11.0,2.0,2.97,0.0,Yes
44,1045,110.0,452,no,no,0.0,227.7,88.0,38.71,170.0,96.0,14.45,128.7,57.0,5.79,11.7,5.0,3.16,1.0,No
45,1046,10.0,445,no,no,0.0,186.1,112.0,31.64,190.2,66.0,16.17,282.8,57.0,12.73,11.4,6.0,3.08,2.0,No
46,1047,94.0,445,no,no,0.0,279.2,107.0,47.76,180.8,141.0,17.47,267.6,57.0,11.59,8.9,1.0,2.4,3.0,Yes
47,1048,90.0,452,no,no,0.0,179.2,77.0,30.46,210.7,99.0,17.91,276.9,58.0,12.46,9.2,6.0,2.48,2.0,No
48,1049,86.0,547,no,yes,41.0,119.0,101.0,20.23,230.0,134.0,19.55,236.9,58.0,10.66,9.5,3.0,2.57,0.0,No
49,1050,63.0,452,no,no,0.0,211.2,80.0,35.9,237.7,93.0,20.2,259.2,58.0,11.66,12.3,2.0,3.32,0.0,No
50,1051,122.0,452,no,no,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1.0,No
51,1052,63.0,452,yes,no,0.0,62.9,112.0,10.69,202.9,111.0,17.25,259.0,58.0,11.66,8.9,8.0,2.4,1.0,No
52,1053,177.0,452,no,no,0.0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58.0,10.11,8.9,8.0,2.4,3.0,Yes
53,1054,75.0,445,yes,no,0.0,194.3,57.0,34.92,93.6,121.0,8.98,170.9,58.0,7.92,9.7,4.0,2.62,4.0,Yes
54,1055,52.0,547,yes,no,0.0,238.4,123.0,44.74,196.6,78.0,15.71,200.0,58.0,8.64,11.0,1.0,2.97,0.0,Yes
55,1056,131.0,452,no,yes,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59.0,11.44,10.9,6.0,2.94,2.0,No
56,1057,121.0,445,no,no,0.0,168.6,121.0,28.66,168.6,94.0,14.33,95.3,59.0,4.29,12.3,4.0,3.32,1.0,No
57,1058,122.0,547,no,no,0.0,157.1,134.0,26.71,184.9,122.0,15.72,197.2,59.0,8.87,8.5,5.0,2.3,4.0,Yes
58,1059,135.0,547,no,no,0.0,154.4,130.0,26.25,203.8,90.0,17.32,158.7,59.0,7.14,11.8,3.0,3.19,0.0,No
59,1060,113.0,452,no,yes,23.0,205.0,101.0,34.85,152.0,60.0,12.92,158.6,59.0,7.14,10.2,5.0,2.75,2.0,No
60,1061,102.0,452,no,no,0.0,144.4,87.0,24.55,266.5,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0.0,No
61,1062,110.0,452,no,no,0.0,241.2,105.0,41.0,174.3,85.0,14.82,245.3,59.0,11.04,8.5,4.0,2.3,2.0,No
62,1063,122.0,452,yes,no,0.0,247.9,125.0,41.25,251.2,98.0,20.67,180.4,59.0,8.21,11.0,2.0,2.97,0.0,Yes
63,1064,50.0,452,yes,no,0.0,99.6,113.0,16.93,320.7,102.0,27.24,163.2,59.0,7.25,13.7,5.0,3.7,2.0,Yes
64,1065,105.0,445,no,no,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0.0,Yes
65,1066,90.0,452,no,no,0.0,193.7,83.0,32.93,154.2,79.0,13.11,299.0,60.0,13.46,12.7,3.0,3.43,1.0,No
66,1067,73.0,547,no,no,0.0,254.7,80.0,43.3,90.2,79.0,7.67,153.4,60.0,6.9,10.6,8.0,2.86,0.0,No
67,1068,123.0,445,no,no,0.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60.0,8.88,8.3,2.0,2.24,3.0,No
68,1069,164.0,445,no,yes,25.0,219.1,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6.0,3.86,1.0,No
69,1070,142.0,445,yes,yes,25.0,191.1,109.0,32.49,149.6,120.0,12.72,227.8,60.0,10.25,9.8,3.0,2.65,0.0,No
70,1071,69.0,452,no,no,0.0,228.2,70.0,38.79,263.7,80.0,22.41,142.6,60.0,6.42,10.7,5.0,2.89,3.0,No
71,1072,134.0,452,no,no,0.0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6.0,2.38,0.0,No
72,1073,82.0,445,no,no,0.0,200.3,96.0,34.05,201.2,102.0,17.1,206.1,60.0,9.27,7.1,1.0,1.92,4.0,No
73,1074,126.0,445,no,no,0.0,211.6,70.0,35.97,216.9,80.0,18.44,153.5,60.0,6.91,7.8,1.0,2.11,1.0,No
74,1075,137.0,452,no,no,0.0,115.0,130.0,19.55,137.8,83.0,11.71,224.0,61.0,10.08,7.3,4.0,1.97,3.0,No
75,1076,151.0,445,no,no,0.0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61.0,10.08,15.4,1.0,4.16,1.0,No
76,1077,71.0,452,no,no,0.0,207.0,112.0,35.19,173.8,96.0,14.77,178.4,61.0,8.03,12.1,3.0,3.27,1.0,No
77,1078,94.0,445,no,no,0.0,269.2,104.0,45.76,193.8,144.0,16.47,257.6,61.0,11.59,8.9,2.0,2.4,3.0,Yes
78,1079,73.0,445,no,no,0.0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61.0,4.51,10.8,6.0,2.92,1.0,No
79,1080,162.0,547,no,yes,46.0,224.9,97.0,38.23,188.2,84.0,16.0,254.6,61.0,11.46,12.1,2.0,3.27,0.0,No
80,1081,84.0,445,no,yes,30.0,106.5,65.0,18.11,225.7,108.0,19.18,188.6,61.0,8.49,5.7,3.0,1.54,2.0,No
81,1082,151.0,452,no,no,0.0,118.9,128.0,20.21,278.3,65.0,23.66,194.8,61.0,8.77,13.2,10.0,3.56,2.0,No
82,1083,143.0,445,no,no,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,1.0,No
83,1084,95.0,452,no,no,0.0,269.0,120.0,45.73,233.7,120.0,19.86,179.3,61.0,8.07,7.3,4.0,1.97,2.0,Yes
84,1085,101.0,452,no,no,0.0,118.6,89.0,20.16,199.6,97.0,16.97,53.3,61.0,2.4,11.5,5.0,3.11,1.0,No
85,1086,125.0,445,no,no,0.0,113.0,108.0,19.21,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2.0,Yes
86,1087,106.0,452,no,no,0.0,119.2,142.0,20.26,228.4,139.0,19.41,197.9,61.0,8.91,8.4,9.0,2.27,2.0,No
87,1088,100.0,547,no,yes,38.0,224.7,121.0,38.2,294.0,131.0,24.99,290.0,61.0,13.05,9.8,6.0,2.65,0.0,No
88,1089,97.0,547,no,no,0.0,125.8,95.0,22.54,159.8,103.0,14.43,199.1,61.0,8.73,11.9,3.0,3.21,4.0,Yes
89,1090,152.0,452,no,no,0.0,323.8,53.0,52.03,155.9,100.0,14.0,111.4,61.0,5.55,10.4,8.0,2.81,1.0,Yes
90,1091,80.0,452,no,no,0.0,124.3,100.0,21.13,173.0,107.0,14.71,253.2,62.0,11.39,7.9,9.0,2.13,1.0,No
91,1092,148.0,547,yes,no,0.0,148.2,138.0,25.19,159.6,123.0,13.57,197.4,62.0,8.88,8.6,3.0,2.32,2.0,No
92,1093,106.0,547,no,no,0.0,274.4,120.0,46.65,198.6,82.0,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1.0,No
93,1094,44.0,452,no,yes,34.0,221.8,105.0,37.71,161.7,85.0,13.74,227.7,62.0,10.25,14.0,4.0,3.78,0.0,No
94,1095,160.0,452,no,no,0.0,97.5,113.0,16.58,268.1,69.0,22.79,255.3,62.0,11.49,13.2,4.0,3.56,3.0,No
95,1096,124.0,452,no,no,0.0,150.3,101.0,25.55,255.9,112.0,21.75,136.7,62.0,6.15,12.5,4.0,3.38,2.0,No
96,1097,148.0,452,yes,no,0.0,218.7,111.0,37.18,155.6,133.0,13.23,277.4,62.0,12.48,8.2,5.0,2.21,1.0,No
97,1098,60.0,547,no,yes,31.0,191.8,75.0,32.61,267.8,135.0,22.76,200.5,62.0,9.02,12.8,3.0,3.46,2.0,No
98,1099,50.0,452,yes,no,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,13.7,6.0,3.7,2.0,Yes
99,1100,167.0,452,no,no,0.0,158.2,130.0,30.76,162.3,111.0,14.73,219.5,62.0,9.74,12.4,3.0,3.35,4.0,Yes
100,1101,173.0,547,no,no,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.9,2.0,2.94,0.0,No
101,1102,139.0,452,no,no,0.0,138.1,103.0,23.48,164.5,100.0,13.98,134.9,63.0,6.07,8.3,2.0,2.24,1.0,No
102,1103,118.0,452,no,yes,36.0,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63.0,8.51,9.8,5.0,2.65,3.0,No
103,1104,93.0,452,no,no,0.0,266.0,120.0,45.22,130.1,84.0,11.06,165.8,63.0,7.46,13.1,6.0,3.54,3.0,No
104,1105,104.0,452,no,no,0.0,130.5,77.0,22.19,131.2,117.0,11.15,264.7,63.0,11.91,13.0,6.0,3.51,0.0,No
105,1106,91.0,452,no,no,0.0,190.5,128.0,32.39,205.5,103.0,17.47,130.7,63.0,5.88,13.8,5.0,3.73,0.0,No
106,1107,127.0,547,no,yes,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,11.93,12.2,3.0,3.29,2.0,No
107,1108,75.0,445,yes,no,0.0,211.3,61.0,35.92,105.6,119.0,8.98,175.9,63.0,7.92,9.7,4.0,2.62,4.0,Yes
108,1109,97.0,547,no,no,0.0,120.8,96.0,20.54,169.8,101.0,14.43,194.1,63.0,8.73,11.9,3.0,3.21,4.0,Yes
109,1110,152.0,452,no,no,0.0,317.8,60.0,54.03,152.9,100.0,13.0,123.4,63.0,5.55,10.4,7.0,2.81,1.0,Yes
110,1111,80.0,452,no,no,0.0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63.0,8.88,15.9,2.0,4.29,2.0,No
111,1112,138.0,547,no,no,0.0,205.9,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8.0,3.27,0.0,No
112,1113,107.0,547,no,yes,27.0,283.4,104.0,48.18,224.1,152.0,19.05,241.3,63.0,10.86,14.4,7.0,3.89,2.0,No
113,1114,129.0,445,no,no,0.0,186.0,127.0,31.62,262.3,96.0,22.3,98.9,63.0,4.45,11.5,6.0,3.11,4.0,No
114,1115,77.0,445,no,no,0.0,62.4,82.0,12.61,155.9,123.0,15.44,217.6,63.0,9.43,5.7,6.0,1.54,5.0,Yes
115,1116,177.0,452,no,no,0.0,271.1,86.0,47.24,234.2,84.0,18.14,233.7,63.0,10.11,8.9,7.0,2.4,3.0,Yes
116,1117,77.0,445,no,no,0.0,62.4,89.0,10.61,169.9,121.0,14.44,209.6,64.0,9.43,5.7,6.0,1.54,5.0,Yes
117,1118,119.0,445,no,no,0.0,294.2,100.0,50.01,232.5,53.0,19.76,195.0,64.0,8.78,9.0,1.0,2.43,0.0,Yes
118,1119,171.0,547,no,yes,17.0,186.9,94.0,31.77,240.0,138.0,20.4,200.9,64.0,9.04,5.8,3.0,1.57,1.0,No
119,1120,97.0,452,no,yes,28.0,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3.0,1.81,1.0,No
120,1121,139.0,452,no,no,0.0,181.6,119.0,30.87,335.7,118.0,28.53,149.8,64.0,6.74,8.3,6.0,2.24,4.0,No
121,1122,137.0,547,no,no,0.0,110.5,79.0,18.79,223.2,111.0,18.97,169.5,64.0,7.63,10.5,3.0,2.84,3.0,No
122,1123,205.0,547,no,yes,24.0,175.8,139.0,29.89,155.0,98.0,13.18,180.7,64.0,8.13,7.8,5.0,2.11,2.0,No
123,1124,40.0,547,no,no,0.0,81.7,123.0,13.89,210.2,108.0,17.87,212.0,64.0,9.54,11.3,3.0,3.05,6.0,Yes
124,1125,110.0,547,no,no,0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64.0,6.76,15.3,3.0,4.13,3.0,No
125,1126,116.0,547,no,no,0.0,137.4,126.0,23.36,120.0,94.0,10.2,130.3,64.0,5.86,12.4,2.0,3.35,3.0,No
126,1127,130.0,445,no,no,0.0,252.0,101.0,42.84,170.2,105.0,14.47,209.2,64.0,9.41,5.7,5.0,1.54,0.0,No
127,1128,16.0,547,no,no,0.0,205.6,69.0,34.95,169.5,93.0,14.41,220.1,64.0,9.9,10.9,3.0,2.94,0.0,No
128,1129,167.0,452,no,no,0.0,169.2,124.0,28.76,173.3,108.0,14.73,216.5,64.0,9.74,12.4,4.0,3.35,4.0,Yes
129,1130,32.0,445,no,no,0.0,171.2,82.0,29.1,185.6,102.0,15.78,203.3,64.0,9.146780300280659,10.2,7.0,2.75,1.0,No
130,1131,53.0,452,no,yes,27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1.0,No
131,1132,40.0,547,no,no,0.0,74.7,130.0,15.89,218.2,104.0,16.87,217.0,64.0,9.54,11.3,2.0,3.05,6.0,Yes
132,1133,95.0,452,no,no,0.0,263.0,116.0,43.73,247.7,121.0,20.86,178.3,64.0,8.07,7.3,3.0,1.97,2.0,Yes
133,1134,125.0,445,no,no,0.0,112.0,114.0,19.21,179.2,112.0,14.38,165.6,64.0,7.05,9.2,6.0,2.48,2.0,Yes
134,1135,115.0,445,no,no,0.0,268.0,115.0,45.56,153.6,106.0,13.06,232.3,65.0,10.45,17.0,1.0,4.59,3.0,No
135,1136,108.0,452,no,no,0.0,215.6,78.0,36.65,195.3,119.0,16.6,194.4,65.0,8.75,3.6,5.0,0.97,1.0,No
136,1137,105.0,452,yes,no,0.0,150.0,106.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,No
137,1138,106.0,547,no,no,0.0,159.6,94.0,27.13,276.8,118.0,23.53,223.5,65.0,10.06,8.8,3.0,2.38,0.0,No
138,1139,31.0,547,no,no,0.0,165.4,84.0,28.12,203.7,107.0,17.31,201.7,65.0,9.08,8.2,1.0,2.21,1.0,No
139,1140,70.0,547,no,no,0.0,147.1,105.0,25.01,200.0,135.0,17.0,234.9,65.0,10.57,12.5,9.0,3.38,3.0,No
140,1141,83.0,452,no,no,0.0,178.8,102.0,30.4,167.9,84.0,14.27,178.9,65.0,8.05,8.6,4.0,2.32,3.0,No
141,1142,162.0,445,no,no,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65.0,11.28,10.4,4.0,2.81,2.0,Yes
142,1143,64.0,445,no,no,0.0,219.6,126.0,37.33,303.3,100.0,25.78,154.5,65.0,6.95,9.7,5.0,2.62,1.0,No
143,1144,172.0,445,no,no,0.0,203.9,109.0,34.66,234.0,123.0,19.89,160.7,65.0,7.23,17.8,4.0,4.81,4.0,No
144,1145,88.0,452,no,no,0.0,215.6,115.0,36.65,216.2,85.0,18.38,171.3,65.0,7.71,11.8,1.0,3.19,3.0,No
145,1146,104.0,445,no,no,0.0,200.2,92.0,34.03,118.7,87.0,10.09,236.6,65.0,10.65,6.0,6.0,1.62,2.0,No
146,1147,90.0,445,no,yes,39.0,94.8,89.0,16.12,219.1,91.0,18.62,197.4,65.0,8.88,11.4,5.0,3.08,1.0,No
147,1148,101.0,547,no,yes,9.0,160.1,116.0,27.22,210.0,121.0,17.85,139.1,65.0,6.26,10.8,9.0,2.92,0.0,No
148,1149,119.0,445,no,no,0.0,279.2,106.0,48.01,229.5,49.0,18.76,199.0,65.0,8.78,9.0,2.0,2.43,0.0,Yes
149,1150,77.0,452,no,no,0.0,163.0,112.0,27.71,219.1,89.0,18.62,233.4,66.0,10.5,6.7,3.0,1.81,2.0,No
150,1151,44.0,452,no,no,0.0,308.6,139.0,52.46,150.8,94.0,12.82,198.7,66.0,8.94,7.3,3.0,1.97,4.0,Yes
151,1152,51.0,547,no,no,0.0,214.8,94.0,36.52,149.7,58.0,12.72,283.4,66.0,12.75,10.2,5.0,2.75,0.0,No
152,1153,164.0,547,no,yes,30.0,238.8,100.0,40.6,230.0,121.0,19.55,206.3,66.0,9.28,13.2,8.0,3.56,1.0,No
153,1154,93.0,452,no,no,0.0,173.0,131.0,29.41,190.4,108.0,16.18,290.0,66.0,13.05,10.4,2.0,2.81,0.0,No
154,1155,140.0,445,no,no,0.0,162.6,98.0,27.64,206.2,109.0,17.53,141.6,66.0,6.37,8.2,2.0,2.21,1.0,No
155,1156,102.0,547,yes,no,0.0,224.2,81.0,38.11,243.3,90.0,20.68,147.8,66.0,6.65,12.0,8.0,3.24,3.0,No
156,1157,126.0,452,no,no,0.0,103.7,93.0,17.63,127.0,107.0,10.8,329.3,66.0,14.82,14.4,1.0,3.89,0.0,No
157,1158,103.0,452,no,no,0.0,173.5,83.0,29.5,244.3,65.0,20.77,221.6,66.0,9.97,9.7,2.0,2.62,3.0,No
158,1159,177.0,445,no,no,0.0,84.9,77.0,14.43,257.5,109.0,21.89,210.5,66.0,9.47,7.5,5.0,2.03,2.0,No
159,1160,80.0,547,no,no,0.0,203.7,92.0,34.63,216.4,97.0,18.39,154.2,66.0,6.94,7.6,5.0,2.05,2.0,No
160,1161,87.0,452,no,no,0.0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1.0,No
161,1162,117.0,547,no,no,0.0,158.7,84.0,26.98,181.7,91.0,15.44,177.3,67.0,7.98,7.7,10.0,2.08,2.0,No
162,1163,140.0,452,no,no,0.0,149.7,71.0,25.45,212.5,97.0,18.06,245.9,67.0,11.07,12.6,4.0,3.4,3.0,No
163,1164,99.0,445,no,no,0.0,155.3,93.0,26.4,265.7,95.0,22.58,145.7,67.0,6.56,12.4,4.0,3.35,0.0,No
164,1165,113.0,445,no,no,0.0,193.8,99.0,32.95,221.4,125.0,18.82,172.3,67.0,7.75,10.6,6.0,2.86,1.0,No
165,1166,205.0,547,no,no,0.0,49.9,123.0,8.48,150.7,81.0,12.81,188.2,67.0,8.47,10.1,4.0,2.73,2.0,No
166,1167,56.0,452,yes,no,0.0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67.0,10.65,10.5,5.0,2.84,1.0,No
167,1168,130.0,452,no,yes,45.0,174.5,120.0,29.67,217.5,95.0,18.49,220.3,67.0,9.91,12.2,2.0,3.29,1.0,No
168,1169,107.0,547,yes,no,0.0,273.5,104.0,46.5,183.8,68.0,15.62,153.8,67.0,6.92,11.0,9.0,2.97,2.0,No
169,1170,64.0,445,no,yes,19.0,291.1,150.0,49.49,226.7,123.0,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1.0,No
170,1171,89.0,445,no,no,0.0,105.9,151.0,18.0,189.6,142.0,16.12,170.9,67.0,7.69,12.7,7.0,3.43,0.0,No
171,1172,122.0,452,no,no,0.0,215.6,86.0,36.65,167.8,59.0,14.26,207.0,67.0,9.32,6.4,8.0,1.73,3.0,No
172,1173,169.0,445,no,no,0.0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67.0,5.9,10.0,4.0,2.7,2.0,No
173,1174,76.0,547,yes,no,0.0,241.0,120.0,40.97,231.8,96.0,19.7,220.2,67.0,9.91,9.9,1.0,2.67,1.0,Yes
174,1175,96.0,445,no,no,0.0,197.7,68.0,33.61,250.5,53.0,21.29,181.2,67.0,8.15,10.5,3.0,2.84,3.0,No
175,1176,116.0,452,no,yes,27.0,204.7,118.0,34.8,209.4,91.0,17.8,212.9,67.0,9.58,7.0,2.0,1.89,2.0,No
176,1177,210.0,445,no,no,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2.0,No
177,1178,95.0,547,yes,yes,41.0,136.8,91.0,23.26,200.8,61.0,17.07,133.7,67.0,6.02,10.3,9.0,2.78,5.0,Yes
178,1179,64.0,452,no,yes,22.0,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67.0,10.38,7.6,5.0,2.05,1.0,No
179,1180,43.0,452,yes,no,0.0,251.5,105.0,42.76,212.8,104.0,18.09,157.8,67.0,7.1,9.3,4.0,2.51,0.0,No
180,1181,24.0,445,no,no,0.0,151.0,70.0,25.33,126.0,87.0,11.14,224.6,67.0,10.103857433839435,8.6,2.0,2.32,2.0,Yes
181,1182,44.0,452,no,no,0.0,322.6,133.0,53.46,151.8,90.0,13.82,190.7,67.0,8.94,7.3,2.0,1.97,4.0,Yes
182,1183,95.0,547,yes,yes,41.0,124.8,90.0,24.26,202.8,56.0,17.07,136.7,67.0,6.02,10.3,10.0,2.78,5.0,Yes
183,1184,66.0,445,no,yes,40.0,141.7,87.0,24.09,268.3,89.0,22.81,241.3,68.0,10.86,8.5,7.0,2.3,0.0,No
184,1185,144.0,452,no,no,0.0,133.3,101.0,22.66,255.5,127.0,21.72,228.6,68.0,10.29,11.6,2.0,3.13,0.0,No
